//アイテム番号	// ※0番にはアイテムを設定しないで下さい。																																																		
// <武器>	名前	効果説明文	アイテム説明文	強化Lv	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	進化先判定スクリプト	進化段階	特性スロット数	属性１	属性１値	属性２	属性２値	属性３	属性３値	属性４	属性４値	属性５	属性５値	属性６	属性６値	LV1攻撃力	LV1防御力	LV2必要経験値	LV2攻撃力	LV2防御力	LV3必要経験値	LV3攻撃力	LV3防御力	特性１タイプ	特性１効果値	特性１反応カテゴリ	特性１必要特性値	特性２タイプ	特性２効果値	特性２反応カテゴリ	特性２必要特性値	特性３タイプ	特性３効果値	特性３反応カテゴリ	特性３必要特性値	進化先アイテム１	進化先アイテム２	進化先アイテム３	進化先アイテム４
// <防具>	名前	効果説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	--------	攻撃力	防御力	属性１	属性１値	属性２	属性２値	属性３	属性３値	属性４	属性４値	属性５	属性５値	属性６	属性６値	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
// <腕>	名前	効果説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	--------	攻撃力	防御力	属性１	属性１値	属性２	属性２値	属性３	属性３値	属性４	属性４値	属性５	属性５値	属性６	属性６値	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
// <アクセサリ>	名前	効果説明文	アイテム説明文	効果ｶﾃｺﾞﾘ(0以外で有効。同じｶﾃｺﾞﾘ値のものは重複装備できない)	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	--------	攻撃力	防御力	属性１	属性１値	属性２	属性２値	属性３	属性３値	属性４	属性４値	属性５	属性５値	属性６	属性６値	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
// <素材>	名前	効果説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	--------	経験値	特性値	カテゴリ１	カテゴリ２	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
// <衣装>	名前	サブ説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	同時装備判別用番号																																						
// <料理>	名前	効果説明文	アイテム説明文	効果時間	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	使用時スクリプト	使用条件	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
// <その他>	名前	効果説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	使用時スクリプト	使用条件	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
42	Grand Saber	STR+136/DEF+2	A delicate yet powerful$norichalcum saber.	1	EQ_WP_RAPIER	14	15	3	0	0	0	0		2	0	0	0	0	0	0	0	0	0	0	0	0	0	136	2	10	136	2	20	136	2	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
43	Belladonna	STR+163/DEF+2	Combining elegance and practicality,$nthis blade encapsulates noble pride.	1	EQ_WP_RAPIER	15	16	3	0	0	0	0		3	0	0	0	0	0	0	0	0	0	0	0	0	0	163	2	10	163	2	20	163	2	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
44	Gordes Fencer	STR+197/DEF+3	Its shining golden blade can pierce$neven the thickest carapace.	1	EQ_WP_RAPIER	16	17	4	0	0	0	0		4	0	0	0	0	0	0	0	0	0	0	0	0	0	197	3	10	197	3	20	197	4	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
45	Arondight	STR+222/DEF+5	The blade has been honed to perfection;$nit can even bore through orichalcum.	1	EQ_WP_RAPIER	17	18	4	0	0	0	0		4	0	0	0	0	0	0	0	0	0	0	0	0	0	222	5	10	222	5	20	222	5	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
46	Mercurius Blade	STR+261/DEF+5	A beautiful sacred sword that can$npierce cleanly through anything.	1	EQ_WP_RAPIER	18	19	4	0	0	0	0		5	0	0	0	0	0	0	0	0	0	0	0	0	0	261	5	10	261	5	20	261	5	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
47	Rapier	STR+29	A slender sword made for piercing.$nOften carried for self-defense.	2	EQ_WP_RAPIER	11	12	1	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	10	29	0	20	29	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
48	Foil	STR+68	An official fencing sword$nused at tournaments.	2	EQ_WP_RAPIER	12	13	2	1	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	10	68	0	20	68	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
49	Flamberge	STR+102	A piercing sword with a supple blade$nthat flickers like fire.	2	EQ_WP_RAPIER	13	14	2	1	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	10	102	0	20	102	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
50	Grand Saber	STR+144/DEF+2	A delicate yet powerful$norichalcum saber.	2	EQ_WP_RAPIER	14	15	3	1	0	0	0		2	0	0	0	0	0	0	0	0	0	0	0	0	0	144	2	10	144	2	20	144	2	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
51	Belladonna	STR+171/DEF+2	Combining elegance and practicality,$nthis blade encapsulates noble pride.	2	EQ_WP_RAPIER	15	16	3	1	0	0	0		3	0	0	0	0	0	0	0	0	0	0	0	0	0	171	2	10	171	2	20	171	2	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
52	Gordes Fencer	STR+205/DEF+4	Its shining golden blade can pierce$neven the thickest carapace.	2	EQ_WP_RAPIER	16	17	4	1	0	0	0		4	0	0	0	0	0	0	0	0	0	0	0	0	0	205	4	10	205	3	20	205	4	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
53	Arondight	STR+231/DEF+5	The blade has been honed to perfection;$nit can even bore through orichalcum.	2	EQ_WP_RAPIER	17	18	4	1	0	0	0		4	0	0	0	0	0	0	0	0	0	0	0	0	0	231	5	10	231	5	20	231	5	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
54	Mercurius Blade	STR+270/DEF+5	A beautiful sacred sword that can$npierce cleanly through anything.	2	EQ_WP_RAPIER	18	19	5	1	0	0	0		5	0	0	0	0	0	0	0	0	0	0	0	0	0	270	5	10	270	5	20	270	5	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
// <武器>	名前	効果説明文	アイテム説明文	強化Lv	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	進化先判定スクリプト	進化段階	特性スロット数	属性１	属性１値	属性２	属性２値	属性３	属性３値	属性４	属性４値	属性５	属性５値	属性６	属性６値	LV1攻撃力	LV1防御力	LV2必要経験値	LV2攻撃力	LV2防御力	LV3必要経験値	LV3攻撃力	LV3防御力	特性１タイプ	特性１効果値	特性１反応カテゴリ	特性１必要特性値	特性２タイプ	特性２効果値	特性２反応カテゴリ	特性２必要特性値	特性３タイプ	特性３効果値	特性３反応カテゴリ	特性３必要特性値	進化先アイテム１	進化先アイテム２	進化先アイテム３	進化先アイテム４
55	Heavy Anchor	STR+22/DEF-10	A sunken ship's anchor.$nExceedingly heavy.	0	EQ_WP_ANCHOR	19	21	1	0	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	-10	10	33	-10	20	44	-10	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
56	Iron Knocker	STR+55/DEF-10	An anchor with enhanced$ndurability and more weight.	0	EQ_WP_ANCHOR	20	22	2	0	1	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	55	-10	10	67	-9	20	75	-9	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
57	War Hammer	STR+92/DEF-9	A heavy hammer that requires$ngreat strength to swing.	0	EQ_WP_ANCHOR	21	23	2	0	1	0	0		2	0	0	0	0	0	0	0	0	0	0	0	0	0	92	-9	10	101	-8	20	114	-8	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
58	Axle Breaker	STR+142/DEF-8	An orichalcum hammer forged$nto crush Primordials.	0	EQ_WP_ANCHOR	22	24	3	0	1	0	0		3	0	0	0	0	0	0	0	0	0	0	0	0	0	142	-8	10	151	-8	20	160	-7	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
59	Gratton Tail	STR+174/DEF-7	Modeled after a Primordial's tail.$nNo ordinary man can lift this hammer.	0	EQ_WP_ANCHOR	23	25	3	0	1	0	0		3	0	0	0	0	0	0	0	0	0	0	0	0	0	174	-7	10	183	-6	20	193	-6	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
60	Gigantex	STR+213/DEF-6	The impact of this destructive mallet$nfeels like getting punched by a giant.	0	EQ_WP_ANCHOR	24	26	4	0	1	0	0		4	0	0	0	0	0	0	0	0	0	0	0	0	0	213	-6	10	223	-6	20	233	-5	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
61	Glamdring	STR+243/DEF-5	A massive hammer that can induce$ncatastrophic earthquakes.	0	EQ_WP_ANCHOR	25	27	4	0	1	0	0		4	0	0	0	0	0	0	0	0	0	0	0	0	0	243	-5	10	253	-5	20	263	-4	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
62	Leviathan Axe	STR+288/DEF-3	Only those who are one with the sea$nare worthy of wielding this enormous axe.	0	EQ_WP_ANCHOR	26	28	4	1	1	0	0		5	0	0	0	0	0	0	0	0	0	0	0	0	0	288	-3	10	299	-2	20	310	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
63	Heavy Anchor	STR+33/DEF-10	A sunken ship's anchor.$nExceedingly heavy.	1	EQ_WP_ANCHOR	19	21	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	-10	10	33	-10	20	33	-10	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
64	Iron Knocker	STR+67/DEF-9	An anchor with enhanced$ndurability and more weight.	1	EQ_WP_ANCHOR	20	22	2	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	67	-9	10	67	-9	20	67	-9	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
65	War Hammer	STR+101/DEF-8	A heavy hammer that requires$ngreat strength to swing.	1	EQ_WP_ANCHOR	21	23	2	0	0	0	0		2	0	0	0	0	0	0	0	0	0	0	0	0	0	101	-8	10	101	-8	20	101	-8	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
66	Axle Breaker	STR+151/DEF-8	An orichalcum hammer forged$nto crush Primordials.	1	EQ_WP_ANCHOR	22	24	3	0	0	0	0		3	0	0	0	0	0	0	0	0	0	0	0	0	0	151	-8	10	151	-8	20	151	-8	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
67	Gratton Tail	STR+183/DEF-6	Modeled after a Primordial's tail.$nNo ordinary man can lift this hammer.	1	EQ_WP_ANCHOR	23	25	3	0	0	0	0		3	0	0	0	0	0	0	0	0	0	0	0	0	0	183	-6	10	183	-6	20	183	-6	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
68	Gigantex	STR+223/DEF-6	The impact of this destructive mallet$nfeels like getting punched by a giant.	1	EQ_WP_ANCHOR	24	26	4	0	0	0	0		4	0	0	0	0	0	0	0	0	0	0	0	0	0	223	-6	10	223	-6	20	223	-6	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
69	Glamdring	STR+253/DEF-5	A massive hammer that can induce$ncatastrophic earthquakes.	1	EQ_WP_ANCHOR	25	27	4	0	0	0	0		4	0	0	0	0	0	0	0	0	0	0	0	0	0	253	-5	10	253	-5	20	253	-5	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
70	Leviathan Axe	STR+299/DEF-2	Only those who are one with the sea$nare worthy of wielding this enormous axe.	1	EQ_WP_ANCHOR	26	28	4	1	0	0	0		5	0	0	0	0	0	0	0	0	0	0	0	0	0	299	-2	10	299	-2	20	299	-2	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
71	Heavy Anchor	STR+44/DEF-10	A sunken ship's anchor.$nExceedingly heavy.	2	EQ_WP_ANCHOR	19	21	1	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	-10	10	44	-10	20	44	-10	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
72	Iron Knocker	STR+75/DEF-9	An anchor with enhanced$ndurability and more weight.	2	EQ_WP_ANCHOR	20	22	2	1	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	75	-9	10	75	-9	20	75	-9	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
73	War Hammer	STR+114/DEF-8	A heavy hammer that requires$ngreat strength to swing.	2	EQ_WP_ANCHOR	21	23	2	1	0	0	0		2	0	0	0	0	0	0	0	0	0	0	0	0	0	114	-8	10	114	-8	20	114	-8	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
74	Axle Breaker	STR+160/DEF-7	An orichalcum hammer forged$nto crush Primordials.	2	EQ_WP_ANCHOR	22	24	3	1	0	0	0		3	0	0	0	0	0	0	0	0	0	0	0	0	0	160	-7	10	160	-7	20	160	-7	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
75	Gratton Tail	STR+193/DEF-6	Modeled after a Primordial's tail.$nNo ordinary man can lift this hammer.	2	EQ_WP_ANCHOR	23	25	3	1	0	0	0		3	0	0	0	0	0	0	0	0	0	0	0	0	0	193	-6	10	193	-6	20	193	-6	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
76	Gigantex	STR+233/DEF-5	The impact of this destructive mallet$nfeels like getting punched by a giant.	2	EQ_WP_ANCHOR	24	26	4	1	0	0	0		4	0	0	0	0	0	0	0	0	0	0	0	0	0	233	-5	10	233	-5	20	233	-5	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
77	Glamdring	STR+263/DEF-4	A massive hammer that can induce$ncatastrophic earthquakes.	2	EQ_WP_ANCHOR	25	27	4	1	0	0	0		4	0	0	0	0	0	0	0	0	0	0	0	0	0	263	-4	10	263	-4	20	263	-4	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
78	Leviathan Axe	STR+310	Only those who are one with the sea$nare worthy of wielding this enormous axe.	2	EQ_WP_ANCHOR	26	28	5	1	0	0	0		5	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	10	310	0	20	310	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
// <武器>	名前	効果説明文	アイテム説明文	0	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	進化先判定スクリプト	進化段階	特性スロット数	属性１	属性１値	属性２	属性２値	属性３	属性３値	属性４	属性４値	属性５	属性５値	属性６	属性６値	LV1攻撃力	LV1防御力	LV2必要経験値	LV2攻撃力	LV2防御力	LV3必要経験値	LV3攻撃力	LV3防御力	特性１タイプ	特性１効果値	特性１反応カテゴリ	特性１必要特性値	特性２タイプ	特性２効果値	特性２反応カテゴリ	特性２必要特性値	特性３タイプ	特性３効果値	特性３反応カテゴリ	特性３必要特性値	進化先アイテム１	進化先アイテム２	進化先アイテム３	進化先アイテム４
79	Blade Rifle	STR+68/DEF-5	A modern weapon that fires lead balls$nusing explosive black powder.	0	EQ_WP_SPEAR	27	31	2	0	1	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	68	-5	10	76	-5	20	84	-5	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
80	Beast Sniper	STR+92/DEF-4	The precisely installed bayonet is$nmade for fighting off various beasts.	0	EQ_WP_SPEAR	28	32	2	0	1	0	0		2	0	0	0	0	0	0	0	0	0	0	0	0	0	92	-4	10	101	-4	20	113	-4	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
81	Grim Reaper	STR+140/DEF-3	Fires orichalcum bullets$nto bring down Primordials.	0	EQ_WP_SPEAR	29	33	3	0	1	0	0		3	0	0	0	0	0	0	0	0	0	0	0	0	0	140	-3	10	149	-3	20	157	-3	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
82	Fury Python	STR+169/DEF-2	An assault rifle with a fearsome$nsnake engraved on the bayonet.	0	EQ_WP_SPEAR	30	34	3	0	1	0	0		3	0	0	0	0	0	0	0	0	0	0	0	0	0	169	-2	10	178	-2	20	186	-2	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
83	Dark Rhetoric	STR+204/DEF-1	A weapon best used for$nstealth or night missions.	0	EQ_WP_SPEAR	31	35	4	0	1	0	0		4	0	0	0	0	0	0	0	0	0	0	0	0	0	204	-1	10	213	-1	20	222	-1	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
84	Apocalypse	STR+231/DEF-1	Even Primordials fear this weapon$nand the orichalcum bullets it sprays.	0	EQ_WP_SPEAR	32	36	4	0	1	0	0		5	0	0	0	0	0	0	0	0	0	0	0	0	0	231	-1	10	240	-1	20	249	-1	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
85	Saintly Force	STR+272	A holy rifle that exorcises the evil$nfrom its target, purifying its soul.	0	EQ_WP_SPEAR	33	37	4	1	1	0	0		5	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	10	281	0	20	290	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
86	Blade Rifle	STR+76/DEF-5	A modern weapon that fires lead balls$nusing explosive black powder.	1	EQ_WP_SPEAR	27	31	2	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	76	-5	10	76	-5	20	76	-5	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
87	Beast Sniper	STR+101/DEF-4	The precisely installed bayonet is$nmade for fighting off various beasts.	1	EQ_WP_SPEAR	28	32	2	0	0	0	0		2	0	0	0	0	0	0	0	0	0	0	0	0	0	101	-4	10	101	-4	20	101	-4	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
88	Grim Reaper	STR+149/DEF-3	Fires orichalcum bullets$nto bring down Primordials.	1	EQ_WP_SPEAR	29	33	3	0	0	0	0		3	0	0	0	0	0	0	0	0	0	0	0	0	0	149	-3	10	149	-3	20	149	-3	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
89	Fury Python	STR+178/DEF-2	An assault rifle with a fearsome$nsnake engraved on the bayonet.	1	EQ_WP_SPEAR	30	34	3	0	0	0	0		3	0	0	0	0	0	0	0	0	0	0	0	0	0	178	-2	10	178	-2	20	178	-2	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
90	Dark Rhetoric	STR+213/DEF-1	A weapon best used for$nstealth or night missions.	1	EQ_WP_SPEAR	31	35	4	0	0	0	0		4	0	0	0	0	0	0	0	0	0	0	0	0	0	213	-1	10	213	-1	20	213	-1	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
