キャラＩＤ	NAME	LV	LV補正	HPMIN	HPMAX	STRMIN	STRMAX	DEFMIN	DEFMAX	EXPMIN	EXPMAX	斬DMG	打DMG	射DMG	ノックバック許容値	ノックダウン許容値	釣り餌ドロップ確率	最高速度	加速度	減速度	回転速度	Fly最高速度	Fly加速度	Fly減速度	Fly揺れ幅	Fly揺れ速度	WALK_MUL	RUN_MUL	マップあたりSIZE	マップあたり球位置	マップ天井判定高さ	ジャンプ高さ	ジャンプ力	影SIZE	体重	サイズ	状態異常efxスケール	RND_MIN	RND_MAX	反応距離	見失う距離	視野角	死角	見失う時間	行動範囲	STUN耐性	STUN-DEF	STUN値減少通常	STUN値減少STUN	活動開始時刻	活動終了時刻	活動終了時消滅	ITEM	ITEM%	ITEM_MIN	ITEM_MAX	ITEM_RARE	ITEM_RARE%	ITEM_SRARE	ITEM_SRARE%	ITEM_FOOD	ITEM_FOOD%	属性1	属性1値	属性2	属性2値	属性3	属性3値	属性4	属性4値	属性5	属性5値	属性6	属性6値	SAI	死亡EFX	弱点死亡EFX	死亡ジャンプ	死亡EFXノード	種族	
M0925	Zaroz	41	0.45	90	95	75	80	25	30	5	8	0.3	0.15	1	300	900	2	1.5	0.55	0.55	0.25	0.08	0.05	0.03	0	0	0.45	1	0.85	0.2	2	0	0	1.25	40	0	1.25	1	1	30	30	180	180	90	90	30000	50	0	100	0	24	0	ICON3D_MT_N3_LEATHER	800	0	1	ICON3D_MT_N3_LIQUID	150	ICON3D_MT_R2_PARTS02	50	0	0	ZOKU_WEAK_SHOOT	0	ZOKU_WEAKDMG	20	0	0	0	0	0	0	0	0	m0925	109000	109000	1	Bone_Root	ENTYPE_INSECT	
M0926	Nidoras	40	0.45	20	25	50	55	20	25	4	6	1	1	1	1000	100	0	0	0	0	0.3	0	0	0	0	0	1	1	1	0.5	2.6	0	0	0.85	500	0	1.25	0.95	1.05	24	28	120	150	90	30	10000	100	0	200	0	24	0	ICON3D_MT_N2_WOOD	800	0	1	ICON3D_MT_N3_FLOWER	150	0	0	ICON3D_FD_WHEAT	100	0	0	0	0	0	0	0	0	0	0	0	0	m0926	109050	109050	1	Bone_neck	ENTYPE_BEAST	
																																																																																	
M0930	Caim Dahn	48	0.45	85	90	90	95	45	50	6	9	1	1	1	500	500	0	1.65	0.25	0.1	0.15	0	0	0	0	0	0.6	1	0.75	0.5	2.5	4	0.95	1.5	65	0	2	0.95	1.05	30	60	120	150	90	50	30000	50	0	200	0	24	0	ICON3D_MT_N3_BONE	800	0	1	ICON3D_MT_N3_LEATHER	800	ICON3D_MT_N3_STONE	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m0930	109000	109000	1	Bone_upper02	ENTYPE_BEAST	
M0931	Caim Basch	47	0.45	80	85	75	80	10	15	4	7	1	1	1	500	500	0	1.25	0.25	0.1	0.2	0	0	0	0	0	0.6	1	0.85	0.5	3	4	0.95	1.5	65	0	2	0.95	1.05	45	60	135	165	90	40	30000	50	0	200	0	24	0	ICON3D_MT_N3_BONE	800	0	1	ICON3D_MT_N3_LEATHER	800	ICON3D_MT_N3_WOOD	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m0931	109000	109000	1	Bone_upper02	ENTYPE_BEAST	
M0935	Zosh	54	0.45	80	85	70	75	30	35	3	6	1	1	1	100	100	2	1.4	0.55	0.55	0.15	0.1	0.08	0.05	0.15	0.05	0.1	1	0.65	0.5	2	0	0	0.8	30	0	1	1	1	24	36	120	150	90	90	30000	50	0	100	0	24	0	ICON3D_MT_N3_BONE	800	0	1	ICON3D_MT_N4_LIQUID	50	ICON3D_MT_N4_BONE	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m0935	109100	109100	1	Bone_Root	ENTYPE_UNDEAD	
M0936	Bunymembo	53	0.7	210	215	85	90	90	95	25	29	1	1	1	500	3000	10	0	0	0	0.07	0	0	0	0	0	0.3	1	2.05	0.5	4.8	0	0	3.7	500	1	4	0.95	1.05	48	60	180	180	90	50	10000	25	0	200	0	24	0	ICON3D_MT_N4_LIQUID	800	2	2	ICON3D_MT_N4_BONE	150	ICON3D_MT_R4_PARTS03	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m0936	109020	109020	1	Bone_head	ENTYPE_BEAST	
																																																																																	
M0940	Chuchu Batusi	71	0.45	70	75	70	75	30	35	25	30	0.3	0.15	1	100	200	0	1	0.125	0.125	0.2	0.2	0.02	0.04	0.1	0.1	0.1	1	1	0.5	2.6	0	0	0.8	50	0	1	0.95	1.05	24	28	135	165	90	45	30000	50	0	200	0	24	0	ICON3D_MT_N4_LEATHER	800	0	1	ICON3D_MT_N4_BONE	50	ICON3D_MT_R4_PARTS02	10	0	0	ZOKU_WEAK_SHOOT	0	ZOKU_WEAKDMG	12	0	0	0	0	0	0	0	0	m0940	109000	109000	1	Bone_Root	ENTYPE_BEAST	
M0941	Xeno-Attacker	72	0.45	60	65	85	90	85	90	29	34	1	1	1	200	300	0	1.85	0.15	0.2	0.16	0	0	0	0	0	0.3	1	1.85	0.5	4.4	2	0.85	2	80	0	1.5	1	1	24	36	120	150	90	90	20000	100	0	200	0	24	0	ICON3D_MT_N4_STONE	800	0	1	ICON3D_MT_R4_STONE	50	ICON3D_MT_R4_PARTS01	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m0941	109200	109200	1	Bone_body	ENTYPE_BEAST	
M0942	Mata Maguff	74	0.85	290	295	75	80	90	95	51	53	0.3	0.9	0.3	1500	3200	0	0.85	0.3	0.3	0.07	0	0	0	0	0	0.45	1	2.9	0.5	7.5	2	0.85	3.2	500	2	4	1	1	32	50	150	180	90	90	30000	50	0	150	0	24	0	ICON3D_MT_N4_STONE	800	4	4	ICON3D_MT_R4_STONE	150	ICON3D_MT_R4_PARTS03	50	0	0	ZOKU_WEAK_CRUSH	0	ZOKU_WEAKDMG	7	0	0	0	0	0	0	0	0	m0942	109215	109215	1	Bone_root	ENTYPE_BEAST	
M0945	Masquerd	31	0.45	40	45	5	10	90	95	20	25	0.4	0.7	0.3	100	100	2	1.5	0.3	0.3	0.1	0	0	0	0	0	0.3	1	0.9	0.2	2.2	4.5	0.85	1	25	0	1.25	1	1	48	48	150	180	90	30	30000	100	0	100	0	24	0	ICON3D_MT_N2_BONE	800	0	1	ICON3D_MT_N2_STONE	50	ICON3D_MT_N3_BONE	10	0	0	ZOKU_WEAK_CRUSH	0	ZOKU_WEAKDMG	15	0	0	0	0	0	0	0	0	m0945	109000	109000	1	Bone_hip	ENTYPE_INSECT	
																																																																																	
M0960	Hermitocon	24	0.45	50	55	150	155	20	25	3	7	1	0.4	0.4	500	500	0	0.5	0.25	0.1	0.1	0	0	0	0	0	0.3	1	0.75	0.4	2.2	1.5	0.6	1.35	30	0	1.5	0.95	1.05	30	60	150	170	90	45	30000	50	0	200	0	24	0	ICON3D_MT_N2_FLOWER	800	0	1	ICON3D_MT_N3_LIQUID	50	ICON3D_MT_N3_FLOWER	10	0	0	ZOKU_WEAK_SLASH	0	ZOKU_WEAKDMG	20	0	0	0	0	0	0	0	0	m0960	109050	109050	1	Bone_root	ENTYPE_BEAST	
																																																																																	
//ENEMY		レベル	補正力(0～1）	ＨＰ偏差最小	ＨＰ偏差最大	ＳＴＲ偏差最小	ＳＴＲ偏差最大	ＤＥＦ偏差最小	ＤＥＦ偏差最大	ＥＸＰ偏差最小	ＥＸＰ変異最大	斬DMG	打DMG	射DMG	ノックバック許容値	ノックダウン許容値	釣り餌ドロップ確率	最高速度	加速度	減速度	回転速度	Fly最高速度	Fly加速度	Fly減速度	Fly揺れ幅	Fly揺れ速度	WALK_MUL	RUN_MUL	マップあたりSIZE	マップあたり球位置	マップ天井判定高さ	ジャンプ高さ	ジャンプ力	影SIZE	体重	サイズ	状態異常efxスケール	RND_MIN	RND_MAX	反応距離	見失う距離	視野角	死角	見失う時間	行動範囲	STUN耐性	STUN-DEF	STUN値減少通常	STUN値減少STUN	活動開始時刻	活動終了時刻	活動終了時消滅	ITEM	ITEM%	ITEM_MIN	ITEM_MAX	ITEM_RARE	ITEM_RARE%	ITEM_SRARE	ITEM_SRARE%	ITEM_FOOD	ITEM_FOOD%	属性1	属性1値	属性2	属性2値	属性3	属性3値	属性4	属性4値	属性5	属性5値	属性6	属性6値	SAI	死亡EFX	弱点死亡EFX	死亡ジャンプ	死亡EFXノード	種族	
M1000	Zakobanis	34	0.9	410	412	122	125	38	40	68	72	1	1	1	3000	9000	0	0.3	0.3	0.3	0.05	0	0	0	0	0	0.75	1	2.8	1	6.8	4	1	3.25	500	2	4	1	1	32	60	150	180	240	60	90000	50	0	200	0	24	0	ICON3D_MT_N3_BONE	800	1	1	ICON3D_MT_R2_PARTS03	150	ICON3D_MT_R3_PARTS07	10	ICON3D_FD_MEAT_03	50	0	0	0	0	0	0	0	0	0	0	0	0	m1000	109020	109020	1	Null_DeadEff	ENTYPE_ANCIENT	
M1001	Guanodon	38	0.9	360	363	99	102	53	57	47	52	1	1	1	999999	2500	0	0.8	0.3	0.3	0.1	0	0	0	0	0	0.3	1	4.5	1.4	11	4	1	3	500	2	3	1	1	32	80	150	180	240	96	90000	50	0	200	0	24	0	ICON3D_MT_N3_LEATHER	800	2	2	ICON3D_MT_N3_BONE	150	ICON3D_MT_R3_PARTS07	50	ICON3D_FD_MEAT_03	100	0	0	0	0	0	0	0	0	0	0	0	0	m1001	109020	109020	1	Bone_Root	ENTYPE_ANCIENT	
M1003	Parekhan	39	0.9	330	334	102	102	72	75	63	68	1	1	1	999999	2600	0	3	0.2	0.3	0.15	0.3	0.04	0.03	0.1	0.05	0.45	1	3	0.5	6.7	4	1.1	3.5	500	2	3	1	1	32	80	180	180	240	96	45000	50	0	100	0	24	0	ICON3D_MT_N3_LEATHER	800	1	1	ICON3D_MT_R2_PARTS03	150	ICON3D_MT_R3_PARTS02	50	ICON3D_FD_MEAT_03	50	0	0	0	0	0	0	0	0	0	0	0	0	m1003	109020	109020	1	Bone_Root	ENTYPE_ANCIENT	
M1004	Eldebronto	63	0.9	305	310	110	112	92	94	42	44	1	1	1	999999	3200	0	2	0.3	0.3	0.015	0	0	0	0	0	0.45	1	4	0.5	9	0	0	4	500	2	4	1	1	38	40	150	180	240	96	50000	50	0	150	0	24	0	ICON3D_MT_R3_PARTS07	800	4	4	ICON3D_MT_R4_PARTS04	600	ICON3D_MT_R4_PARTS07	400	ICON3D_FD_MEAT_03	600	0	0	0	0	0	0	0	0	0	0	0	0	m1004	109020	109020	1	Null_tg	ENTYPE_ANCIENT	
M1005	Hydroskelo	56	0.9	340	342	113	115	90	92	58	62	1	1	1	999999	7000	0	2	0.3	0.3	0.1	0.25	0.025	0.05	0	0	0.45	1	4.5	0.7	9.8	4	1	3	500	2	3	1	1	32	80	180	180	240	96	90000	50	0	200	0	24	0	ICON3D_MT_N4_BONE	800	4	4	ICON3D_MT_R3_PARTS07	150	ICON3D_MT_R4_PARTS02	50	ICON3D_FD_MEAT_03	400	0	0	0	0	0	0	0	0	0	0	0	0	m1005	109020	109020	1	Null_Center	ENTYPE_ANCIENT	
M1007	Valvalchia	56	0.9	220	224	107	109	40	43	37	41	1	1	1	999999	3000	0	3	0.3	0.3	0.25	0	0	0	0	0	0.15	1	2	1	5.1	4	1	2	500	2	1.75	1	1	36	80	120	180	240	76	35000	50	0	200	0	24	0	ICON3D_MT_R3_PARTS01	800	1	1	ICON3D_MT_R3_PARTS07	150	ICON3D_MT_R4_PARTS01	10	ICON3D_FD_MEAT_03	50	0	0	0	0	0	0	0	0	0	0	0	0	m1007	109010	109010	1	Bone_upper02	ENTYPE_ANCIENT	
M1009	Dilodicus	80	0.9	398	401	121	123	97	99	86	89	1	1	1	999999	15000	0	1	0.3	0.3	0.02	0	0	0	0	0	0.45	1	7	1.5	16	0	0	6	500	2	6.5	1	1	64	64	180	180	240	64	150000	50	0	200	0	24	0	ICON3D_MT_R4_PARTS07	800	6	6	ICON3D_MT_R5_FLOWER	600	ICON3D_MT_R5_PARTS07	400	ICON3D_FD_MEAT_03	1000	ZOKU_RIBON	100	0	0	0	0	0	0	0	0	0	0	m1009	109020	109020	1	Null_tg	ENTYPE_ANCIENT	
M1010	Gigantyrannus	42	0.9	397	400	124	126	96	98	60	62	1	1	1	3400	9600	0	2	0.3	0.3	0.1	0	0	0	0	0	0.45	1	2.5	1	7.7	4	1	4	500	2	5	1	1	32	80	90	180	240	96	100000	50	0	200	0	24	0	ICON3D_MT_R3_PARTS07	800	4	4	ICON3D_MT_R3_PARTS01	600	ICON3D_MT_R4_PARTS01	200	ICON3D_FD_MEAT_03	1000	0	0	0	0	0	0	0	0	0	0	0	0	m1010	109020	109020	1	Bone_root	ENTYPE_ANCIENT	
M1011	Sergesius	37	0.9	240	243	100	103	70	72	50	54	1	1	1	999999	3000	0	2	0.3	0.3	0.1	0	0	0	0	0	0.45	1	2	0.5	4.6	4	1	2	230	1	1.75	1	1	32	80	180	180	240	96	45000	50	0	200	0	24	0	ICON3D_MT_N3_BONE	800	1	1	ICON3D_MT_R2_PARTS03	150	ICON3D_MT_R3_PARTS07	50	ICON3D_FD_MEAT_03	100	0	0	0	0	0	0	0	0	0	0	0	0	m1011	109010	109010	1	Bone_Root	ENTYPE_ANCIENT	
M1012	Dogosecops	55	0.9	360	363	101	104	83	85	37	41	1	1	1	999999	7800	0	2.2	0.3	0.3	0.1	0	0	0	0	0	0.3	1	4.2	0.5	9	4	1	4.5	500	2	6	1	1	32	80	150	180	240	96	80000	50	0	200	0	24	0	ICON3D_MT_N4_BONE	800	4	4	ICON3D_MT_R3_PARTS07	400	ICON3D_MT_R4_PARTS03	100	ICON3D_FD_MEAT_03	200	0	0	0	0	0	0	0	0	0	0	0	0	m1012	109020	109020	1	Null_tg	ENTYPE_ANCIENT	
M1013	Beodaren	47	0.9	340	343	102	105	52	55	38	41	1	1	1	1000	3200	0	1.8	0.3	0.3	0.09	0	0	0	0	0	0.45	1	2.5	0.5	5.7	4	1	3	500	2	2.25	1	1	40	80	180	180	240	96	90000	50	0	200	0	24	0	ICON3D_MT_N3_BONE	800	2	2	ICON3D_MT_R2_PARTS03	200	ICON3D_MT_R3_PARTS07	100	ICON3D_FD_MEAT_03	100	0	0	0	0	0	0	0	0	0	0	0	0	m1013	109020	109020	1	Null_Center	ENTYPE_ANCIENT	
M1014	Paracelsis	35	0.9	108	112	91	95	65	68	19	24	1	1	1	400	600	0	1	0.1	0.1	0.25	0	0	0	0	0	0.25	1	0.5	0.5	1.6	3	0.75	0.5	30	0	0.75	0.95	1.05	40	64	180	180	240	64	10000	50	0	200	0	24	0	ICON3D_MT_N3_LEATHER	800	0	1	ICON3D_MT_N3_BONE	150	ICON3D_MT_R3_PARTS07	10	ICON3D_FD_MEAT_03	50	0	0	0	0	0	0	0	0	0	0	0	0	m1014	109000	109000	1	Bone_root	ENTYPE_ANCIENT	
M1015	Meraldius	33	0.9	220	224	105	108	120	122	62	66	1	1	1	3000	9000	0	0.3	0.3	0.3	0.04	0	0	0	0	0	0.75	1	2.5	0.5	5.6	0	0	3.25	500	2	3.75	1	1	16	60	150	180	240	60	90000	50	0	200	0	24	0	ICON3D_MT_N3_LEATHER	800	1	1	ICON3D_MT_R2_PARTS03	150	ICON3D_MT_R3_PARTS07	10	ICON3D_FD_MEAT_03	50	0	0	0	0	0	0	0	0	0	0	0	0	m1015	109020	109020	1	Bone_upper01	ENTYPE_ANCIENT	
																																																																																	
M1020	Giesaur	60	0.9	220	223	92	94	58	60	26	31	1	1	1	1600	5400	0	3.2	0.3	0.3	0.28	0	0	0	0	0	0.45	1	2.5	0.6	6	4	0.85	2.25	200	1	2.25	1	1	40	80	150	180	240	96	30000	80	0	100	0	24	0	ICON3D_MT_N4_LEATHER	800	1	1	ICON3D_MT_R3_PARTS01	150	ICON3D_MT_R4_PARTS01	50	ICON3D_FD_MEAT_03	50	0	0	0	0	0	0	0	0	0	0	0	0	m1020	109010	109010	1	Bone_Root	ENTYPE_ANCIENT	
M1021	Primarivaur	63	0.9	340	342	120	122	62	65	42	44	1	1	1	1600	7200	0	1.6	0.2	0.2	0.05	0	0	0	0	0	0.45	1	4.7	0.7	10.2	4	1	5.5	500	2	4.5	1	1	32	80	150	180	240	96	60000	80	0	200	0	24	0	ICON3D_MT_R3_PARTS07	800	3	3	ICON3D_MT_R4_PARTS02	400	ICON3D_MT_R4_PARTS07	200	ICON3D_FD_MEAT_03	200	0	0	0	0	0	0	0	0	0	0	0	0	m1021	109020	109020	1	Bone_chest	ENTYPE_ANCIENT	
M1022	Dictidoadus	68	0.9	370	372	113	115	78	80	56	58	1	1	1	2000	9500	0	4	0.3	0.3	0.1	0	0	0	0	0	0.36	1	4.5	1	10.1	4	1	3.5	500	2	5	1	1	32	80	180	180	240	96	80000	50	0	200	0	24	0	ICON3D_MT_R4_PARTS03	800	4	4	ICON3D_MT_R4_PARTS07	600	ICON3D_MT_R5_PARTS07	50	ICON3D_FD_MEAT_03	800	0	0	0	0	0	0	0	0	0	0	0	0	m1022	109020	109020	1	Bone_Root	ENTYPE_ANCIENT	
																																																																																	
//ENEMY		レベル	補正力(0～1）	ＨＰ偏差最小	ＨＰ偏差最大	ＳＴＲ偏差最小	ＳＴＲ偏差最大	ＤＥＦ偏差最小	ＤＥＦ偏差最大	ＥＸＰ偏差最小	ＥＸＰ変異最大	斬DMG	打DMG	射DMG	ノックバック許容値	ノックダウン許容値	釣り餌ドロップ確率	最高速度	加速度	減速度	回転速度	Fly最高速度	Fly加速度	Fly減速度	Fly揺れ幅	Fly揺れ速度	WALK_MUL	RUN_MUL	マップあたりSIZE	マップあたり球位置	マップ天井判定高さ	ジャンプ高さ	ジャンプ力	影SIZE	体重	サイズ	状態異常efxスケール	RND_MIN	RND_MAX	反応距離	見失う距離	視野角	死角	見失う時間	行動範囲	STUN耐性	STUN-DEF	STUN値減少通常	STUN値減少STUN	活動開始時刻	活動終了時刻	活動終了時消滅	ITEM	ITEM%	ITEM_MIN	ITEM_MAX	ITEM_RARE	ITEM_RARE%	ITEM_SRARE	ITEM_SRARE%	ITEM_FOOD	ITEM_FOOD%	属性1	属性1値	属性2	属性2値	属性3	属性3値	属性4	属性4値	属性5	属性5値	属性6	属性6値	SAI	死亡EFX	弱点死亡EFX	死亡ジャンプ	死亡EFXノード	種族	
//過去編																																																																																	
M1030	Gerasecops	52	0.9	185	190	55	60	60	65	73	76	1	1	1	999999	4200	0	2.35	0.3	0.3	0.125	0	0	0	0	0	0.3	1	4.2	0.5	9	0	0	4.5	500	2	6	1	1	32	80	180	180	240	96	40000	50	0	300	0	24	0	ICON3D_MT_N3_LEATHER	800	3	3	ICON3D_MT_R3_PARTS03	50	ICON3D_MT_R3_PARTS07	50	0	0	ZOKU_WATER	2	ZOKU_EARTH	20	ZOKU_LIGHT	15	ZOKU_PARTOFLAWPOWER	5	0	0	0	0	m1012	109020	109020	1	Null_tg	ENTYPE_ANCIENT	
M1031	Coelavalvalo	58	0.9	170	175	60	65	44	46	23	28	1	1	1	999999	3000	0	3	0.2	0.3	0.25	0	0	0	0	0	0.15	1	2.2	1.2	6	4	1	2	500	2	1.75	1	1	24	80	90	180	240	64	80000	50	0	200	0	24	0	ICON3D_MT_R2_PARTS01	800	1	1	ICON3D_MT_R3_PARTS01	50	ICON3D_MT_R3_PARTS07	10	0	0	ZOKU_FREEZE	-50	ZOKU_WATER	15	ZOKU_EARTH	7	ZOKU_LIGHT	12	ZOKU_PARTOFLAWPOWER	3	0	0	m1031	109010	109010	1	Bone_upper02	ENTYPE_ANCIENT	
																																																																																	
//ENEMY	討伐クエスト用	レベル	補正力(0～1）	ＨＰ偏差最小	ＨＰ偏差最大	ＳＴＲ偏差最小	ＳＴＲ偏差最大	ＤＥＦ偏差最小	ＤＥＦ偏差最大	ＥＸＰ偏差最小	ＥＸＰ変異最大	斬DMG	打DMG	射DMG	ノックバック許容値	ノックダウン許容値	釣り餌ドロップ確率	最高速度	加速度	減速度	回転速度	Fly最高速度	Fly加速度	Fly減速度	Fly揺れ幅	Fly揺れ速度	WALK_MUL	RUN_MUL	マップあたりSIZE	マップあたり球位置	マップ天井判定高さ	ジャンプ高さ	ジャンプ力	影SIZE	体重	サイズ	状態異常efxスケール	RND_MIN	RND_MAX	反応距離	見失う距離	視野角	死角	見失う時間	行動範囲	STUN耐性	STUN-DEF	STUN値減少通常	STUN値減少STUN	活動開始時刻	活動終了時刻	活動終了時消滅	ITEM	ITEM%	ITEM_MIN	ITEM_MAX	ITEM_RARE	ITEM_RARE%	ITEM_SRARE	ITEM_SRARE%	ITEM_FOOD	ITEM_FOOD%	属性1	属性1値	属性2	属性2値	属性3	属性3値	属性4	属性4値	属性5	属性5値	属性6	属性6値	SAI	死亡EFX	弱点死亡EFX	死亡ジャンプ	死亡EFXノード	種族	
M1040	Jaegantyrannus	55	0.9	300	300	65	65	85	85	85	85	1	1	1	1600	2400	0	2	0.3	0.3	0.1	0	0	0	0	0	0.45	1	2.7	1	8.5	4	1	4	500	2	6.5	1	1	32	80	90	180	240	96	30000	25	0	400	0	24	0	ICON3D_MT_N4_BONE	800	4	4	ICON3D_MT_R3_PARTS07	400	ICON3D_MT_R4_PARTS01	200	0	0	ZOKU_WATER	1	ZOKU_EARTH	20	ZOKU_PARTOFLAWPOWER	10	ZOKU_POISON	80	0	0	0	0	m1040	109020	109020	1	Bone_root	ENTYPE_ANCIENT	
M1041	Madroskelo	60	0.9	360	360	35	35	80	80	75	75	1	1	1	999999	1500	0	2	0.3	0.3	0.1	0	0	0	0	0	0.45	1	4.5	0.7	9.8	4	1	3	500	2	3	1	1	32	80	180	180	240	96	30000	50	0	200	0	24	0	ICON3D_MT_N4_LEATHER	800	4	4	ICON3D_MT_R3_PARTS07	400	ICON3D_MT_R4_PARTS03	200	0	0	ZOKU_WATER	8	ZOKU_EARTH	5	ZOKU_LIGHT	15	ZOKU_PARTOFLAWPOWER	20	ZOKU_PARALYZE	75	0	0	m1041	109020	109020	1	Null_Center	ENTYPE_ANCIENT	
M1042	Magirodocus	66	0.9	300	300	45	45	90	90	80	80	1	1	1	999999	1600	0	2	0.3	0.3	0.025	0	0	0	0	0	0.45	1	5.5	0.6	12	0	0	5.5	500	2	6	1	1	50	80	180	180	240	96	999999	0	999999	200	0	24	0	ICON3D_MT_N4_LIQUID	800	5	5	ICON3D_MT_R3_PARTS07	400	ICON3D_MT_R4_PARTS07	200	0	0	ZOKU_WATER	15	ZOKU_EARTH	8	ZOKU_LIGHT	6	ZOKU_FREEZE	-30	ZOKU_PARTOFLAWPOWER	30	ZOKU_PARALYZE	50	m1042	109020	109020	1	Null_tg	ENTYPE_ANCIENT	
																																																																																	
//過去編																																																																																	
M1100	Skelps	46	0.45	27	32	10	15	12	17	36	41	1	1	1	100	100	0	0.25	0.1	0.1	0.25	0	0	0	0	0	0.1	1	1	0.5	3.5	4	0.75	0.5	10	0	1.25	0.95	1.05	24	28	120	150	90	30	30000	50	0	200	0	24	0	ICON3D_MT_N2_FLOWER	800	0	1	ICON3D_MT_N2_LIQUID	50	ICON3D_MT_N3_FLOWER	10	0	0	ZOKU_EARTH	3	ZOKU_WATER	12	ZOKU_PARTOFLAWPOWER	1	0	0	0	0	0	0	m1100	109050	109050	1	Bone_kelp_2	ENTYPE_BEAST	
M1101	Gorengen	42	0.45	12	17	10	15	15	20	38	43	1	1	1	100	100	0	1	0.1	0.1	0.25	0	0	0	0	0	0.1	1	1.25	0.5	3.5	4	0.75	1	25	0	1.25	0.95	1.05	24	28	120	150	90	30	30000	50	0	200	0	24	0	ICON3D_MT_N2_FLOWER	800	0	1	ICON3D_MT_R1_FLOWER	50	0	0	0	0	ZOKU_WATER	11	ZOKU_EARTH	8	ZOKU_PARTOFLAWPOWER	1	0	0	0	0	0	0	m1101	109050	109050	1	Bone_Ujaw	ENTYPE_BEAST	
M1102	Zaspeony	44	0.45	11	16	14	19	50	55	40	45	1	1	1	100	100	0	1.5	0.1	0.1	0.25	0	0	0	0	0	0.1	1	1.25	0.5	3.5	4	0.75	1.35	30	0	1.75	0.95	1.05	32	34	120	150	90	30	30000	50	0	200	0	24	0	ICON3D_MT_N2_BONE	800	0	1	ICON3D_MT_R1_PARTS03	50	ICON3D_MT_N3_BONE	10	0	0	ZOKU_WATER	9	ZOKU_EARTH	12	ZOKU_LIGHT	7	ZOKU_PARTOFLAWPOWER	1	0	0	0	0	m1102	109000	109000	1	Bone_Root	ENTYPE_INSECT	
M1103	Montsolia	48	0.45	40	44	22	26	36	40	37	42	1	1	1	100	100	0	0.85	0.3	0.1	0.15	0	0	0	0	0	0.3	1	1.2	0.5	3.3	4	0.75	1.25	50	0	1.5	0.95	1.05	24	28	120	150	90	30	30000	50	0	200	0	24	0	ICON3D_MT_N2_LIQUID	800	0	1	ICON3D_MT_N3_WOOD	50	ICON3D_MT_N3_LIQUID	10	0	0	ZOKU_WATER	12	ZOKU_EARTH	8	ZOKU_LIGHT	9	ZOKU_PARTOFLAWPOWER	2	0	0	0	0	m1103	109050	109050	1	Bone_hara	ENTYPE_BEAST	
M1104	Soldiant	55	0.45	35	40	75	80	130	135	23	27	1	1	1	100	100	0	1.5	0.3	0.3	0.1	0	0	0	0	0	0.45	1	1.2	0.5	3.3	4	0.85	1	50	0	1.25	0.95	1.05	12	24	150	180	90	30	12500	50	0	300	0	24	0	ICON3D_MT_N2_BONE	800	0	1	ICON3D_MT_R1_PARTS03	50	ICON3D_MT_R2_PARTS03	10	0	0	ZOKU_ABILITY_FREEZE	25	ZOKU_WATER	5	ZOKU_EARTH	15	ZOKU_LIGHT	2	ZOKU_PARTOFLAWPOWER	2	0	0	m1104	109000	109000	1	Bone_hip	ENTYPE_INSECT	
M1105	Toadius	57	0.45	55	60	21	26	55	60	18	23	1	1	1	100	100	0	1.5	0.1	0.1	0.2	0	0	0	0	0	0.45	1.05	1.45	0.5	3.8	4	0.75	1.25	25	0	1.25	0.95	1.05	24	28	120	150	90	30	30000	50	0	200	0	24	0	ICON3D_MT_N2_LIQUID	800	0	1	ICON3D_MT_N3_LEATHER	50	ICON3D_MT_N3_LIQUID	10	0	0	ZOKU_LIGHT	12	ZOKU_EARTH	7	ZOKU_WATER	10	ZOKU_PARTOFLAWPOWER	3	0	0	0	0	m1105	109000	109000	1	Bone_Root	ENTYPE_BEAST	
																																																																																	
//ENEMY	討伐クエスト用	レベル	補正力(0～1）	ＨＰ偏差最小	ＨＰ偏差最大	ＳＴＲ偏差最小	ＳＴＲ偏差最大	ＤＥＦ偏差最小	ＤＥＦ偏差最大	ＥＸＰ偏差最小	ＥＸＰ変異最大	斬DMG	打DMG	射DMG	ノックバック許容値	ノックダウン許容値	釣り餌ドロップ確率	最高速度	加速度	減速度	回転速度	Fly最高速度	Fly加速度	Fly減速度	Fly揺れ幅	Fly揺れ速度	WALK_MUL	RUN_MUL	マップあたりSIZE	マップあたり球位置	マップ天井判定高さ	ジャンプ高さ	ジャンプ力	影SIZE	体重	サイズ	状態異常efxスケール	RND_MIN	RND_MAX	反応距離	見失う距離	視野角	死角	見失う時間	行動範囲	STUN耐性	STUN-DEF	STUN値減少通常	STUN値減少STUN	活動開始時刻	活動終了時刻	活動終了時消滅	ITEM	ITEM%	ITEM_MIN	ITEM_MAX	ITEM_RARE	ITEM_RARE%	ITEM_SRARE	ITEM_SRARE%	ITEM_FOOD	ITEM_FOOD%	属性1	属性1値	属性2	属性2値	属性3	属性3値	属性4	属性4値	属性5	属性5値	属性6	属性6値	SAI	死亡EFX	弱点死亡EFX	死亡ジャンプ	死亡EFXノード	種族	
